1.6e-07,0.346483
2.56e-07,0.346483
4.096e-07,0.346483
6.5536e-07,0.346483
1.04858e-06,0.346483
1.67772e-06,0.346483
2.68435e-06,0.346483
4.29497e-06,0.346483
6.87195e-06,0.346483
1.09951e-05,0.346483
1.75922e-05,0.346483
2.81475e-05,0.346483
4.5036e-05,0.346483
7.20576e-05,0.346483
0.000115292,0.346483
0.000184467,0.346483
0.000295148,0.346483
0.000472237,0.346483
0.000755579,0.346482
0.00120893,0.346482
0.00193428,0.34648
0.00309485,0.346475
0.00495176,0.346463
0.00792282,0.346433
0.0126765,0.346354
0.0202824,0.346154
0.0324519,0.345645
0.051923,0.344362
0.0830767,0.341203
0.132923,0.333676
0.212676,0.3166
0.340282,0.286475
0.544452,0.24827
0.871123,0.201881
1.3938,0.15484
2.23007,0.123762
3.56812,0.107813
